MESO_,codigo,MES,ANO,PRECIPITACAO
Fora do Estado,1-3,1,12-13,"35,8402"
Sertão Pernambucano,5-3,1,12-13,"25,0813"
Sertão Pernambucano,6-4,1,12-13,"9,2593"
São Francisco Pernambucano,3-6,1,12-13,"27,9664"
São Francisco Pernambucano,6-6,1,12-13,"9,5727"
São Francisco Pernambucano,13-6,1,12-13,"12,6468"
Mata Pernambucana,25-6,1,12-13,"120,1496"
São Francisco Pernambucano,4-7,1,12-13,"12,9458"
São Francisco Pernambucano,2-7,1,12-13,"30,7934"
Fora do Estado,7-7,1,12-13,"6,2968"
São Francisco Pernambucano,12-7,1,12-13,"2,8033"
Fora do Estado,26-7,1,12-13,"132,9550"
São Francisco Pernambucano,13-8,1,12-13,"6,4229"
Fora do Estado,12-9,1,12-13,"2,2196"
Fora do Estado,1-1,2,12-13,"100,9868"
Fora do Estado,2-1,2,12-13,"102,9827"
Fora do Estado,5-1,2,12-13,"111,7913"
Sertão Pernambucano,6-1,2,12-13,"133,1786"
Fora do Estado,7-1,2,12-13,"167,4749"
Fora do Estado,8-1,2,12-13,"163,9438"
Fora do Estado,9-1,2,12-13,"194,7853"
Fora do Estado,10-1,2,12-13,"191,0874"
Fora do Estado,11-1,2,12-13,"160,6270"
Fora do Estado,12-1,2,12-13,"150,7402"
Fora do Estado,13-1,2,12-13,"152,6572"
Fora do Estado,14-1,2,12-13,"139,2675"
Fora do Estado,15-1,2,12-13,"133,8915"
Sertão Pernambucano,16-1,2,12-13,"117,7816"
Sertão Pernambucano,17-1,2,12-13,"96,5375"
Fora do Estado,18-1,2,12-13,"83,8465"
Fora do Estado,19-1,2,12-13,"78,8076"
Fora do Estado,20-1,2,12-13,"81,5087"
Fora do Estado,21-1,2,12-13,"78,3619"
Fora do Estado,22-1,2,12-13,"108,1071"
Fora do Estado,23-1,2,12-13,"114,4673"
Fora do Estado,24-1,2,12-13,"123,7883"
Fora do Estado,25-1,2,12-13,"125,6277"
Fora do Estado,26-1,2,12-13,"125,8443"
Fora do Estado,1-2,2,12-13,"88,3962"
Sertão Pernambucano,3-2,2,12-13,"89,1062"
Sertão Pernambucano,4-2,2,12-13,"84,5504"
Sertão Pernambucano,5-2,2,12-13,"88,8799"
Sertão Pernambucano,6-2,2,12-13,"115,1243"
Sertão Pernambucano,7-2,2,12-13,"134,0945"
Sertão Pernambucano,8-2,2,12-13,"148,7918"
Fora do Estado,9-2,2,12-13,"154,5811"
Fora do Estado,10-2,2,12-13,"166,1663"
Fora do Estado,11-2,2,12-13,"169,0748"
Fora do Estado,12-2,2,12-13,"168,9202"
Fora do Estado,13-2,2,12-13,"138,0199"
Fora do Estado,14-2,2,12-13,"164,6426"
Sertão Pernambucano,15-2,2,12-13,"120,1509"
Sertão Pernambucano,16-2,2,12-13,"101,9224"
Fora do Estado,17-2,2,12-13,"96,5247"
Fora do Estado,18-2,2,12-13,"107,6374"
Fora do Estado,20-2,2,12-13,"73,9688"
Fora do Estado,21-2,2,12-13,"75,8648"
Fora do Estado,22-2,2,12-13,"74,2948"
Fora do Estado,23-2,2,12-13,"87,7088"
Mata Pernambucana,24-2,2,12-13,"113,0403"
Mata Pernambucana,25-2,2,12-13,"133,2438"
Mata Pernambucana,26-2,2,12-13,"149,0544"
Fora do Estado,2-3,2,12-13,"82,8488"
Fora do Estado,3-3,2,12-13,"90,8691"
Sertão Pernambucano,4-3,2,12-13,"94,5979"
Sertão Pernambucano,6-3,2,12-13,"96,3014"
Sertão Pernambucano,7-3,2,12-13,"95,5123"
Sertão Pernambucano,8-3,2,12-13,"100,1226"
Sertão Pernambucano,9-3,2,12-13,"113,9707"
Sertão Pernambucano,10-3,2,12-13,"133,7928"
Sertão Pernambucano,11-3,2,12-13,"141,1564"
Sertão Pernambucano,12-3,2,12-13,"130,5774"
Sertão Pernambucano,13-3,2,12-13,"127,4295"
Sertão Pernambucano,14-3,2,12-13,"142,8480"
Sertão Pernambucano,15-3,2,12-13,"106,8749"
Sertão Pernambucano,16-3,2,12-13,"106,5568"
Fora do Estado,17-3,2,12-13,"83,8746"
Fora do Estado,18-3,2,12-13,"77,9426"
Agreste Pernambucano,21-3,2,12-13,"64,5435"
Agreste Pernambucano,22-3,2,12-13,"70,5772"
Agreste Pernambucano,23-3,2,12-13,"81,9142"
Agreste Pernambucano,24-3,2,12-13,"112,6386"
Mata Pernambucana,25-3,2,12-13,"120,7611"
Metropolitana do Recife,26-3,2,12-13,"122,1504"
Fora do Estado,1-4,2,12-13,"88,0093"
Fora do Estado,2-4,2,12-13,"87,0520"
Fora do Estado,3-4,2,12-13,"79,9351"
Sertão Pernambucano,4-4,2,12-13,"72,0030"
Sertão Pernambucano,5-4,2,12-13,"80,4999"
Sertão Pernambucano,7-4,2,12-13,"95,5555"
São Francisco Pernambucano,8-4,2,12-13,"90,6413"
Sertão Pernambucano,9-4,2,12-13,"96,8836"
Sertão Pernambucano,10-4,2,12-13,"130,5487"
Sertão Pernambucano,11-4,2,12-13,"110,8489"
Sertão Pernambucano,12-4,2,12-13,"107,0142"
Sertão Pernambucano,13-4,2,12-13,"96,0323"
Sertão Pernambucano,14-4,2,12-13,"82,1779"
Sertão Pernambucano,15-4,2,12-13,"78,6437"
Sertão Pernambucano,16-4,2,12-13,"68,7413"
Fora do Estado,17-4,2,12-13,"65,6867"
Fora do Estado,18-4,2,12-13,"59,8469"
Agreste Pernambucano,20-4,2,12-13,"48,6497"
Agreste Pernambucano,21-4,2,12-13,"62,5897"
Agreste Pernambucano,22-4,2,12-13,"76,5863"
Agreste Pernambucano,23-4,2,12-13,"80,6387"
Mata Pernambucana,24-4,2,12-13,"105,9634"
Metropolitana do Recife,25-4,2,12-13,"116,2907"
Fora do Estado,26-4,2,12-13,"124,1440"
Fora do Estado,1-5,2,12-13,"92,4553"
São Francisco Pernambucano,2-5,2,12-13,"97,5550"
São Francisco Pernambucano,3-5,2,12-13,"85,6881"
Sertão Pernambucano,4-5,2,12-13,"76,1616"
São Francisco Pernambucano,5-5,2,12-13,"80,5133"
São Francisco Pernambucano,6-5,2,12-13,"73,7947"
São Francisco Pernambucano,7-5,2,12-13,"96,9778"
São Francisco Pernambucano,8-5,2,12-13,"92,8826"
São Francisco Pernambucano,9-5,2,12-13,"87,5570"
São Francisco Pernambucano,10-5,2,12-13,"117,1880"
São Francisco Pernambucano,11-5,2,12-13,"95,2546"
São Francisco Pernambucano,12-5,2,12-13,"88,7300"
Sertão Pernambucano,13-5,2,12-13,"69,2116"
Sertão Pernambucano,14-5,2,12-13,"65,2031"
Sertão Pernambucano,15-5,2,12-13,"61,6091"
Sertão Pernambucano,16-5,2,12-13,"66,1246"
Sertão Pernambucano,17-5,2,12-13,"63,9555"
Agreste Pernambucano,18-5,2,12-13,"59,7381"
Agreste Pernambucano,20-5,2,12-13,"41,6669"
Agreste Pernambucano,22-5,2,12-13,"76,1159"
Agreste Pernambucano,23-5,2,12-13,"83,1275"
Mata Pernambucana,24-5,2,12-13,"93,7986"
Metropolitana do Recife,25-5,2,12-13,"95,1155"
Fora do Estado,26-5,2,12-13,"113,8455"
São Francisco Pernambucano,1-6,2,12-13,"77,5530"
São Francisco Pernambucano,2-6,2,12-13,"78,2685"
São Francisco Pernambucano,4-6,2,12-13,"87,3715"
São Francisco Pernambucano,5-6,2,12-13,"74,1478"
São Francisco Pernambucano,7-6,2,12-13,"73,2591"
Fora do Estado,8-6,2,12-13,"74,2342"
São Francisco Pernambucano,9-6,2,12-13,"65,3639"
São Francisco Pernambucano,10-6,2,12-13,"86,5613"
São Francisco Pernambucano,11-6,2,12-13,"76,0851"
São Francisco Pernambucano,12-6,2,12-13,"74,7441"
Sertão Pernambucano,14-6,2,12-13,"58,7791"
Sertão Pernambucano,15-6,2,12-13,"60,3946"
Agreste Pernambucano,16-6,2,12-13,"58,8237"
Agreste Pernambucano,17-6,2,12-13,"77,0316"
Agreste Pernambucano,19-6,2,12-13,"52,5400"
Agreste Pernambucano,20-6,2,12-13,"37,9738"
Mata Pernambucana,23-6,2,12-13,"79,7837"
Mata Pernambucana,24-6,2,12-13,"90,3505"
Fora do Estado,26-6,2,12-13,"108,3834"
Fora do Estado,1-7,2,12-13,"80,7652"
São Francisco Pernambucano,3-7,2,12-13,"68,4123"
São Francisco Pernambucano,5-7,2,12-13,"82,5998"
Fora do Estado,6-7,2,12-13,"64,7122"
Fora do Estado,8-7,2,12-13,"70,1491"
Fora do Estado,9-7,2,12-13,"67,1233"
Fora do Estado,10-7,2,12-13,"73,1874"
São Francisco Pernambucano,11-7,2,12-13,"76,9086"
São Francisco Pernambucano,13-7,2,12-13,"56,0395"
Sertão Pernambucano,14-7,2,12-13,"49,3343"
Sertão Pernambucano,15-7,2,12-13,"55,3828"
Agreste Pernambucano,19-7,2,12-13,"44,0598"
Agreste Pernambucano,20-7,2,12-13,"35,7464"
Agreste Pernambucano,21-7,2,12-13,"41,8330"
Mata Pernambucana,23-7,2,12-13,"81,2524"
Fora do Estado,24-7,2,12-13,"98,5094"
Fora do Estado,25-7,2,12-13,"99,2369"
Fora do Estado,1-8,2,12-13,"75,4616"
Fora do Estado,2-8,2,12-13,"81,4094"
São Francisco Pernambucano,3-8,2,12-13,"78,3070"
São Francisco Pernambucano,4-8,2,12-13,"88,7758"
Fora do Estado,5-8,2,12-13,"92,9226"
Fora do Estado,6-8,2,12-13,"80,3511"
Fora do Estado,7-8,2,12-13,"70,0126"
Fora do Estado,8-8,2,12-13,"69,2141"
Fora do Estado,9-8,2,12-13,"75,2193"
Fora do Estado,10-8,2,12-13,"59,2047"
Fora do Estado,11-8,2,12-13,"87,6228"
Fora do Estado,12-8,2,12-13,"77,2450"
Fora do Estado,14-8,2,12-13,"75,3188"
Fora do Estado,15-8,2,12-13,"81,3536"
Agreste Pernambucano,20-8,2,12-13,"36,6848"
Fora do Estado,21-8,2,12-13,"52,1330"
Fora do Estado,23-8,2,12-13,"73,6124"
Fora do Estado,24-8,2,12-13,"78,2067"
Fora do Estado,25-8,2,12-13,"77,6268"
Fora do Estado,26-8,2,12-13,"33,9300"
Fora do Estado,1-9,2,12-13,"68,0209"
Fora do Estado,2-9,2,12-13,"80,9081"
São Francisco Pernambucano,3-9,2,12-13,"93,1898"
Fora do Estado,7-9,2,12-13,"62,5234"
Fora do Estado,8-9,2,12-13,"75,3321"
Fora do Estado,11-9,2,12-13,"105,0838"
Fora do Estado,13-9,2,12-13,"71,4270"
Fora do Estado,14-9,2,12-13,"83,5228"
Fora do Estado,15-9,2,12-13,"72,7352"
Fora do Estado,18-9,2,12-13,"44,7720"
Fora do Estado,19-9,2,12-13,"51,9545"
Fora do Estado,20-9,2,12-13,"55,3322"
Fora do Estado,21-9,2,12-13,"46,9437"
Fora do Estado,23-9,2,12-13,"58,4634"
Fora do Estado,24-9,2,12-13,"69,4372"
Fora do Estado,25-9,2,12-13,"73,2569"
Fora do Estado,26-9,2,12-13,"26,7000"
Fora do Estado,3-1,2,12-13,"100,4100"
Sertão Pernambucano,4-1,2,12-13,"101,4448"
Agreste Pernambucano,20-3,2,12-13,"75,1703"
Fora do Estado,19-2,2,12-13,"118,4993"
Fora do Estado,19-3,2,12-13,"60,7960"
Agreste Pernambucano,19-4,2,12-13,"44,1355"
Agreste Pernambucano,19-5,2,12-13,"46,3512"
São Francisco Pernambucano,4-9,2,12-13,"119,6225"
Fora do Estado,5-9,2,12-13,"102,5142"
Fora do Estado,6-9,2,12-13,"110,3710"
Fora do Estado,9-9,2,12-13,"81,6711"
Fora do Estado,10-9,2,12-13,"108,3563"
Agreste Pernambucano,17-7,2,12-13,"59,5446"
Fora do Estado,16-8,2,12-13,"75,7563"
Fora do Estado,16-9,2,12-13,"68,2659"
Agreste Pernambucano,16-7,2,12-13,"60,7265"
Agreste Pernambucano,19-8,2,12-13,"47,5527"
Agreste Pernambucano,18-8,2,12-13,"64,8622"
Agreste Pernambucano,17-8,2,12-13,"68,1147"
Fora do Estado,17-9,2,12-13,"49,2275"
Agreste Pernambucano,18-6,2,12-13,"104,6314"
Agreste Pernambucano,18-7,2,12-13,"79,9533"
Agreste Pernambucano,21-5,2,12-13,"50,5415"
Agreste Pernambucano,21-6,2,12-13,"46,4117"
Agreste Pernambucano,22-6,2,12-13,"64,1214"
Fora do Estado,22-7,2,12-13,"62,6730"
Fora do Estado,22-8,2,12-13,"62,0195"
Fora do Estado,22-9,2,12-13,"59,8995"
Fora do Estado,2-2,2,12-13,"93,4487"
Fora do Estado,1-3,2,12-13,"95,6305"
Sertão Pernambucano,5-3,2,12-13,"101,8780"
Sertão Pernambucano,6-4,2,12-13,"80,2653"
São Francisco Pernambucano,3-6,2,12-13,"83,8412"
São Francisco Pernambucano,6-6,2,12-13,"61,7510"
São Francisco Pernambucano,13-6,2,12-13,"63,1128"
Mata Pernambucana,25-6,2,12-13,"92,2919"
São Francisco Pernambucano,4-7,2,12-13,"76,5993"
São Francisco Pernambucano,2-7,2,12-13,"75,5784"
Fora do Estado,7-7,2,12-13,"86,2377"
São Francisco Pernambucano,12-7,2,12-13,"67,0418"
Fora do Estado,26-7,2,12-13,"104,6868"
São Francisco Pernambucano,13-8,2,12-13,"61,2064"
Fora do Estado,12-9,2,12-13,"76,8712"
Fora do Estado,1-1,3,12-13,"59,5947"
Fora do Estado,2-1,3,12-13,"64,2770"
Fora do Estado,5-1,3,12-13,"82,3970"
Sertão Pernambucano,6-1,3,12-13,"121,7193"
Fora do Estado,7-1,3,12-13,"150,9927"
Fora do Estado,8-1,3,12-13,"161,3748"
Fora do Estado,9-1,3,12-13,"130,4919"
Fora do Estado,10-1,3,12-13,"104,1935"
Fora do Estado,11-1,3,12-13,"109,6908"
Fora do Estado,12-1,3,12-13,"99,0718"
Fora do Estado,13-1,3,12-13,"90,5286"
Fora do Estado,14-1,3,12-13,"66,1582"
Fora do Estado,15-1,3,12-13,"32,7494"
Sertão Pernambucano,16-1,3,12-13,"24,6546"
Sertão Pernambucano,17-1,3,12-13,"12,5397"
Fora do Estado,18-1,3,12-13,"0,0000"
Fora do Estado,19-1,3,12-13,"0,4154"
Fora do Estado,20-1,3,12-13,"0,0000"
Fora do Estado,21-1,3,12-13,"4,3354"
Fora do Estado,22-1,3,12-13,"9,0937"
Fora do Estado,23-1,3,12-13,"15,8685"
Fora do Estado,24-1,3,12-13,"24,7904"
Fora do Estado,25-1,3,12-13,"34,3567"
Fora do Estado,26-1,3,12-13,"66,3855"
Fora do Estado,1-2,3,12-13,"42,7991"
Sertão Pernambucano,3-2,3,12-13,"61,1158"
Sertão Pernambucano,4-2,3,12-13,"64,0532"
Sertão Pernambucano,5-2,3,12-13,"73,8778"
Sertão Pernambucano,6-2,3,12-13,"102,8002"
Sertão Pernambucano,7-2,3,12-13,"105,9437"
Sertão Pernambucano,8-2,3,12-13,"102,4335"
Fora do Estado,9-2,3,12-13,"102,1320"
Fora do Estado,10-2,3,12-13,"91,0022"
Fora do Estado,11-2,3,12-13,"97,5366"
Fora do Estado,12-2,3,12-13,"85,6967"
Fora do Estado,13-2,3,12-13,"70,3039"
Fora do Estado,14-2,3,12-13,"44,0015"
Sertão Pernambucano,15-2,3,12-13,"36,9405"
Sertão Pernambucano,16-2,3,12-13,"15,8165"
Fora do Estado,17-2,3,12-13,"9,2760"
Fora do Estado,18-2,3,12-13,"3,7304"
Fora do Estado,20-2,3,12-13,"5,2351"
Fora do Estado,21-2,3,12-13,"2,4078"
Fora do Estado,22-2,3,12-13,"8,4570"
Fora do Estado,23-2,3,12-13,"14,3060"
Mata Pernambucana,24-2,3,12-13,"21,6943"
Mata Pernambucana,25-2,3,12-13,"28,4930"
Mata Pernambucana,26-2,3,12-13,"60,2036"
Fora do Estado,2-3,3,12-13,"35,9415"
Fora do Estado,3-3,3,12-13,"60,1898"
Sertão Pernambucano,4-3,3,12-13,"50,7909"
Sertão Pernambucano,6-3,3,12-13,"76,7162"
Sertão Pernambucano,7-3,3,12-13,"83,8317"
Sertão Pernambucano,8-3,3,12-13,"79,1793"
Sertão Pernambucano,9-3,3,12-13,"72,5519"
Sertão Pernambucano,10-3,3,12-13,"66,1473"
Sertão Pernambucano,11-3,3,12-13,"67,3347"
